"CODICE_REGIONE","CODICE_PROVINCIA","SIGLA_AUTOMOBILISTICA","ID_COMUNE","CODICE_COMUNE","LABEL_COMUNE_IT","LABEL_COMUNE_DE","DATA_INIZIO_VALIDITA","DATA_FINE_VALIDITA"
"00","001","TO","001001-(1861-03-17)","001001","AGLIÈ","","17-03-1861","12-01-1927"
"00","007","AO","007805-(1927-01-12)","007805","AGLIÈ","","12-01-1927","15-06-1929"
"00","007","AO","007805-(1929-06-15)","007805","AGLIÈ","","15-06-1929","05-10-1945"
"00","007","AO","007805-(1929-06-15)","007805","AGLIÈ","","15-06-1929","05-10-1945"
"00","001","TO","001001-(1945-10-05)","001001","AGLIÈ","","05-10-1945","09-01-1947"
"00","001","TO","001001-(1947-01-09)","001001","AGLIÈ","","09-01-1947","10-01-1947"
"00","001","TO","001001-(1947-01-10)","001001","AGLIÈ","","10-01-1947","01-01-1948"
"01","001","TO","001001-(1948-01-01)","001001","AGLIÈ","","01-01-1948","01-01-2015"
"01","201","TO","001001-(2015-01-01)","001001","AGLIÈ","","01-01-2015","31-12-9999"
"00","001","TO","001002-(1861-03-17)","001002","AIRASCA","","17-03-1861","01-09-1893"
"00","001","TO","001002-(1893-09-01)","001002","AIRASCA","","01-09-1893","01-01-1948"
"01","001","TO","001002-(1948-01-01)","001002","AIRASCA","","01-01-1948","29-09-1960"
"01","001","TO","001002-(1960-09-29)","001002","AIRASCA","","29-09-1960","01-01-2015"
"01","201","TO","001002-(2015-01-01)","001002","AIRASCA","","01-01-2015","31-12-9999"
"00","001","TO","001003-(1861-03-17)","001003","ALA","","17-03-1861","11-03-1864"
"00","001","TO","001003-(1864-03-11)","001003","ALA DI STURA","","11-03-1864","12-05-1928"
"00","001","TO","001003-(1928-05-12)","001003","ALA DI STURA","","12-05-1928","01-01-1948"
"01","001","TO","001003-(1948-01-01)","001003","ALA DI STURA","","01-01-1948","01-01-2015"
"01","201","TO","001003-(2015-01-01)","001003","ALA DI STURA","","01-01-2015","31-12-9999"
"00","001","TO","001004-(1861-03-17)","001004","ALBIANO","","17-03-1861","04-02-1863"
"00","001","TO","001004-(1863-02-04)","001004","ALBIANO D'IVREA","","04-02-1863","12-01-1927"
"00","007","AO","007806-(1927-01-12)","007806","ALBIANO D'IVREA","","12-01-1927","05-10-1945"
"00","001","TO","001004-(1945-10-05)","001004","ALBIANO D'IVREA","","05-10-1945","01-01-1948"
"01","001","TO","001004-(1948-01-01)","001004","ALBIANO D'IVREA","","01-01-1948","01-01-2015"
"01","201","TO","001004-(2015-01-01)","001004","ALBIANO D'IVREA","","01-01-2015","31-12-9999"
"00","001","TO","001005-(1861-03-17)","001005","ALICE SUPERIORE","","17-03-1861","12-01-1927"
"00","007","AO","007807-(1927-01-12)","007807","ALICE SUPERIORE","","12-01-1927","14-05-1929"
"00","007","AO","007807-(1929-05-14)","007807","ALICE SUPERIORE","","14-05-1929","05-10-1945"
"00","007","AO","007807-(1929-05-14)","007807","ALICE SUPERIORE","","14-05-1929","05-10-1945"
"00","001","TO","001005-(1945-10-05)","001005","ALICE SUPERIORE","","05-10-1945","10-01-1947"
"00","001","TO","001005-(1947-01-10)","001005","ALICE SUPERIORE","","10-01-1947","01-01-1948"
"01","001","TO","001005-(1948-01-01)","001005","ALICE SUPERIORE","","01-01-1948","01-01-2015"
"01","201","TO","001005-(2015-01-01)","001005","ALICE SUPERIORE","","01-01-2015","01-01-2019"
"01","201","TO","001005-(2019-01-01)","001005","ALICE SUPERIORE","","01-01-2019","01-01-2019"
"00","001","TO","001006-(1861-03-17)","001006","ALMESE","","17-03-1861","06-03-1928"
"00","001","TO","001006-(1928-03-06)","001006","ALMESE","","06-03-1928","01-01-1948"
"00","001","TO","001006-(1928-03-06)","001006","ALMESE","","06-03-1928","01-01-1948"
"01","001","TO","001006-(1948-01-01)","001006","ALMESE","","01-01-1948","10-07-1955"
"01","001","TO","001006-(1955-07-10)","001006","ALMESE","","10-07-1955","01-01-2015"
"01","201","TO","001006-(2015-01-01)","001006","ALMESE","","01-01-2015","31-12-9999"
"00","001","TO","001007-(1861-03-17)","001007","ALPETTE","","17-03-1861","12-01-1927"
"00","007","AO","007808-(1927-01-12)","007808","ALPETTE","","12-01-1927","05-10-1945"
"00","001","TO","001007-(1945-10-05)","001007","ALPETTE","","05-10-1945","01-01-1948"
"01","001","TO","001007-(1948-01-01)","001007","ALPETTE","","01-01-1948","01-01-2015"
"01","201","TO","001007-(2015-01-01)","001007","ALPETTE","","01-01-2015","31-12-9999"
"00","001","TO","001008-(1861-03-17)","001008","ALPIGNANO","","17-03-1861","01-01-1948"
"01","001","TO","001008-(1948-01-01)","001008","ALPIGNANO","","01-01-1948","01-01-2015"
"01","201","TO","001008-(2015-01-01)","001008","ALPIGNANO","","01-01-2015","31-12-9999"
"00","001","TO","001009-(1861-03-17)","001009","ANDEZENO","","17-03-1861","01-01-1948"
"01","001","TO","001009-(1948-01-01)","001009","ANDEZENO","","01-01-1948","01-01-2015"
"01","201","TO","001009-(2015-01-01)","001009","ANDEZENO","","01-01-2015","31-12-9999"
"00","001","TO","001010-(1861-03-17)","001010","ANDRATE","","17-03-1861","12-01-1927"
"00","007","AO","007809-(1927-01-12)","007809","ANDRATE","","12-01-1927","02-03-1929"
"00","007","AO","007809-(1929-03-02)","007809","ANDRATE","","02-03-1929","05-10-1945"
"00","001","TO","001010-(1945-10-05)","001010","ANDRATE","","05-10-1945","01-01-1948"
"01","001","TO","001010-(1948-01-01)","001010","ANDRATE","","01-01-1948","15-07-1954"
"01","001","TO","001010-(1954-07-15)","001010","ANDRATE","","15-07-1954","01-01-2015"
"01","201","TO","001010-(2015-01-01)","001010","ANDRATE","","01-01-2015","31-12-9999"
"00","001","TO","001011-(1861-03-17)","001011","ANGROGNA","","17-03-1861","01-01-1948"
"01","001","TO","001011-(1948-01-01)","001011","ANGROGNA","","01-01-1948","01-01-2015"
"01","201","TO","001011-(2015-01-01)","001011","ANGROGNA","","01-01-2015","31-12-9999"
"00","001","TO","001012-(1861-03-17)","001012","ARIGNANO","","17-03-1861","22-01-1928"
"00","001","TO","001012-(1928-01-22)","001012","ARIGNANO","","22-01-1928","09-01-1947"
"00","001","TO","001012-(1947-01-09)","001012","ARIGNANO","","09-01-1947","01-01-1948"
"01","001","TO","001012-(1948-01-01)","001012","ARIGNANO","","01-01-1948","01-01-2015"
"01","201","TO","001012-(2015-01-01)","001012","ARIGNANO","","01-01-2015","31-12-9999"
"00","001","TO","001013-(1861-03-17)","001013","AVIGLIANA","","17-03-1861","01-01-1948"
"01","001","TO","001013-(1948-01-01)","001013","AVIGLIANA","","01-01-1948","01-01-2015"
"01","201","TO","001013-(2015-01-01)","001013","AVIGLIANA","","01-01-2015","31-12-9999"
"00","001","TO","001014-(1861-03-17)","001014","AZEGLIO","","17-03-1861","12-01-1927"
"00","007","AO","007810-(1927-01-12)","007810","AZEGLIO","","12-01-1927","25-05-1929"
"00","007","AO","007810-(1929-05-25)","007810","AZEGLIO","","25-05-1929","05-10-1945"
"00","001","TO","001014-(1945-10-05)","001014","AZEGLIO","","05-10-1945","23-12-1946"
"00","001","TO","001014-(1946-12-23)","001014","AZEGLIO","","23-12-1946","01-01-1948"
"01","001","TO","001014-(1948-01-01)","001014","AZEGLIO","","01-01-1948","01-01-2015"
"00","007","AO","007818-(1929-03-02)","007818","BORGOFRANCO D'IVREA","","02-03-1929","05-10-1945"
"00","001","TO","001030-(1945-10-05)","001030","BORGOFRANCO D'IVREA","","05-10-1945","01-01-1948"
"01","001","TO","001030-(1948-01-01)","001030","BORGOFRANCO D'IVREA","","01-01-1948","24-08-1954"
"01","001","TO","001030-(1954-08-24)","001030","BORGOFRANCO D'IVREA","","24-08-1954","01-01-2015"
"01","201","TO","001030-(2015-01-01)","001030","BORGOFRANCO D'IVREA","","01-01-2015","31-12-9999"
"00","001","TO","001031-(1861-03-17)","001031","BORGOMASINO","","17-03-1861","12-01-1927"
"00","007","AO","007819-(1927-01-12)","007819","BORGOMASINO","","12-01-1927","02-03-1929"
"00","007","AO","007819-(1929-03-02)","007819","BORGOMASINO","","02-03-1929","05-10-1945"
"00","001","TO","001031-(1945-10-05)","001031","BORGOMASINO","","05-10-1945","30-09-1947"
"00","001","TO","001031-(1947-09-30)","001031","BORGOMASINO","","30-09-1947","01-01-1948"
"01","001","TO","001031-(1948-01-01)","001031","BORGOMASINO","","01-01-1948","01-01-2015"
"01","201","TO","001031-(2015-01-01)","001031","BORGOMASINO","","01-01-2015","31-12-9999"
"00","001","TO","001032-(1861-03-17)","001032","BORGONE","","17-03-1861","04-02-1863"
"00","001","TO","001032-(1863-02-04)","001032","BORGONE SUSA","","04-02-1863","01-01-1948"
"01","001","TO","001032-(1948-01-01)","001032","BORGONE SUSA","","01-01-1948","01-01-2015"
"01","201","TO","001032-(2015-01-01)","001032","BORGONE SUSA","","01-01-2015","31-12-9999"
"00","001","TO","001033-(1861-03-17)","001033","BOSCONERO","","17-03-1861","01-01-1948"
"01","001","TO","001033-(1948-01-01)","001033","BOSCONERO","","01-01-1948","01-01-2015"
"01","201","TO","001033-(2015-01-01)","001033","BOSCONERO","","01-01-2015","31-12-9999"
"00","001","TO","001034-(1861-03-17)","001034","BRANDIZZO","","17-03-1861","01-01-1948"
"01","001","TO","001034-(1948-01-01)","001034","BRANDIZZO","","01-01-1948","01-01-2015"
"01","201","TO","001034-(2015-01-01)","001034","BRANDIZZO","","01-01-2015","31-12-9999"
"00","001","TO","001035-(1861-03-17)","001035","BRICHERASIO","","17-03-1861","01-01-1948"
"01","001","TO","001035-(1948-01-01)","001035","BRICHERASIO","","01-01-1948","01-01-2015"
"01","201","TO","001035-(2015-01-01)","001035","BRICHERASIO","","01-01-2015","31-12-9999"
"00","001","TO","001036-(1861-03-17)","001036","BROSSO","","17-03-1861","12-01-1927"
"00","007","AO","007820-(1927-01-12)","007820","BROSSO","","12-01-1927","28-05-1929"
"00","007","AO","007820-(1929-05-28)","007820","BROSSO","","28-05-1929","28-05-1929"
"00","001","TO","001037-(1861-03-17)","001037","BROZOLO","","17-03-1861","03-04-1928"
"00","001","TO","001037-(1928-04-03)","001037","BROZOLO","","03-04-1928","03-04-1928"
"00","001","TO","001038-(1861-03-17)","001038","BRUINO","","17-03-1861","17-04-1928"
"00","001","TO","001038-(1928-04-17)","001038","BRUINO","","17-04-1928","01-01-1948"
"01","001","TO","001038-(1948-01-01)","001038","BRUINO","","01-01-1948","24-05-1956"
"01","001","TO","001038-(1956-05-24)","001038","BRUINO","","24-05-1956","01-01-2015"
"01","201","TO","001038-(2015-01-01)","001038","BRUINO","","01-01-2015","31-12-9999"
"00","001","TO","001039-(1861-03-17)","001039","BRUSSASCO","","17-03-1861","03-04-1928"
"00","001","TO","001039-(1928-04-03)","001039","BRUSASCO CAVAGNOLO","","03-04-1928","15-03-1947"
"00","001","TO","001039-(1928-04-03)","001039","BRUSASCO CAVAGNOLO","","03-04-1928","15-03-1947"
"00","001","TO","001039-(1928-04-03)","001039","BRUSASCO CAVAGNOLO","","03-04-1928","15-03-1947"
"00","001","TO","001039-(1928-04-03)","001039","BRUSASCO CAVAGNOLO","","03-04-1928","15-03-1947"
"00","001","TO","001039-(1947-03-15)","001039","BRUSASCO CAVAGNOLO","","15-03-1947","01-01-1948"
"01","001","TO","001039-(1948-01-01)","001039","BRUSASCO CAVAGNOLO","","01-01-1948","21-07-1957"
"01","001","TO","001039-(1957-07-21)","001039","BRUSASCO","","21-07-1957","01-01-2015"
"01","001","TO","001039-(1957-07-21)","001039","BRUSASCO","","21-07-1957","01-01-2015"
"01","201","TO","001039-(2015-01-01)","001039","BRUSASCO","","01-01-2015","31-12-9999"
"00","001","TO","001040-(1861-03-17)","001040","BRUZOLO","","17-03-1861","01-01-1948"
"01","001","TO","001040-(1948-01-01)","001040","BRUZOLO","","01-01-1948","01-01-2015"
"01","201","TO","001040-(2015-01-01)","001040","BRUZOLO","","01-01-2015","31-12-9999"
"00","001","TO","001041-(1861-03-17)","001041","BURIASCO","","17-03-1861","01-01-1948"
"01","001","TO","001041-(1948-01-01)","001041","BURIASCO","","01-01-1948","01-01-2015"
"01","201","TO","001041-(2015-01-01)","001041","BURIASCO","","01-01-2015","31-12-9999"
"00","001","TO","001042-(1861-03-17)","001042","BUROLO","","17-03-1861","12-01-1927"
"00","007","AO","007821-(1927-01-12)","007821","BUROLO","","12-01-1927","19-04-1929"
"00","007","AO","007821-(1929-04-19)","007821","BUROLO","","19-04-1929","19-04-1929"
"00","001","TO","001043-(1861-03-17)","001043","BUSANO","","17-03-1861","21-10-1927"
"00","001","TO","001043-(1927-10-21)","001043","BUSANO","","21-10-1927","21-10-1927"
"00","001","TO","001044-(1861-03-17)","001044","BUSSOLENO","","17-03-1861","10-11-1928"
"00","001","TO","001044-(1928-11-10)","001044","BUSSOLENO","","10-11-1928","01-01-1948"
"01","001","TO","001044-(1948-01-01)","001044","BUSSOLENO","","01-01-1948","01-01-2015"
"01","201","TO","001044-(2015-01-01)","001044","BUSSOLENO","","01-01-2015","31-12-9999"
"00","001","TO","001045-(1861-03-17)","001045","BUTTIGLIERA","","17-03-1861","04-02-1863"
"00","001","TO","001045-(1863-02-04)","001045","BUTTIGLIERA ALTA","","04-02-1863","01-01-1948"
"01","001","TO","001045-(1948-01-01)","001045","BUTTIGLIERA ALTA","","01-01-1948","01-01-2015"
"01","201","TO","001045-(2015-01-01)","001045","BUTTIGLIERA ALTA","","01-01-2015","31-12-9999"
"00","001","TO","001046-(1861-03-17)","001046","CAFASSE","","17-03-1861","15-04-1928"
"00","001","TO","001046-(1928-04-15)","001046","CAFASSE","","15-04-1928","01-01-1948"
"01","001","TO","001046-(1948-01-01)","001046","CAFASSE","","01-01-1948","01-01-2015"
"01","201","TO","001046-(2015-01-01)","001046","CAFASSE","","01-01-2015","31-12-9999"
"00","001","TO","001047-(1861-03-17)","001047","CALUSO","","17-03-1861","12-01-1927"
"00","007","AO","007822-(1927-01-12)","007822","CALUSO","","12-01-1927","05-10-1945"
"00","001","TO","001047-(1945-10-05)","001047","CALUSO","","05-10-1945","01-01-1948"
"01","001","TO","001047-(1948-01-01)","001047","CALUSO","","01-01-1948","01-01-2015"
"00","001","TO","001064-(1896-01-01)","001064","CASTAGNETO","","01-01-1896","15-07-1913"
"00","001","TO","001064-(1913-07-15)","001064","CASTAGNETO PO","","15-07-1913","05-02-1939"
"00","001","TO","001064-(1939-02-05)","001064","CASTAGNETO PO","","05-02-1939","01-01-1948"
"01","001","TO","001064-(1948-01-01)","001064","CASTAGNETO PO","","01-01-1948","23-04-1948"
"01","001","TO","001064-(1948-04-23)","001064","CASTAGNETO PO","","23-04-1948","01-01-2015"
"01","201","TO","001064-(2015-01-01)","001064","CASTAGNETO PO","","01-01-2015","31-12-9999"
"00","001","TO","001065-(1861-03-17)","001065","CASTAGNOLE","","17-03-1861","01-04-1864"
"00","001","TO","001065-(1864-04-01)","001065","CASTAGNOLE PIEMONTE","","01-04-1864","01-01-1948"
"01","001","TO","001065-(1948-01-01)","001065","CASTAGNOLE PIEMONTE","","01-01-1948","01-01-2015"
"01","201","TO","001065-(2015-01-01)","001065","CASTAGNOLE PIEMONTE","","01-01-2015","31-12-9999"
"00","001","TO","001066-(1861-03-17)","001066","CASTELLAMONTE","","17-03-1861","12-01-1927"
"00","007","AO","007828-(1927-01-12)","007828","CASTELLAMONTE","","12-01-1927","03-05-1929"
"00","007","AO","007828-(1929-05-03)","007828","CASTELLAMONTE","","03-05-1929","27-07-1937"
"00","007","AO","007828-(1929-05-03)","007828","CASTELLAMONTE","","03-05-1929","27-07-1937"
"00","007","AO","007828-(1929-05-03)","007828","CASTELLAMONTE","","03-05-1929","27-07-1937"
"00","007","AO","007828-(1929-05-03)","007828","CASTELLAMONTE","","03-05-1929","27-07-1937"
"00","007","AO","007828-(1929-05-03)","007828","CASTELLAMONTE","","03-05-1929","27-07-1937"
"00","007","AO","007828-(1937-07-27)","007828","CASTELLAMONTE","","27-07-1937","05-02-1941"
"00","007","AO","007828-(1941-02-05)","007828","CASTELLAMONTE","","05-02-1941","05-10-1945"
"00","001","TO","001066-(1945-10-05)","001066","CASTELLAMONTE","","05-10-1945","10-01-1947"
"00","001","TO","001066-(1947-01-10)","001066","CASTELLAMONTE","","10-01-1947","01-01-1948"
"01","001","TO","001066-(1948-01-01)","001066","CASTELLAMONTE","","01-01-1948","10-11-1956"
"01","001","TO","001066-(1956-11-10)","001066","CASTELLAMONTE","","10-11-1956","01-01-2015"
"01","201","TO","001066-(2015-01-01)","001066","CASTELLAMONTE","","01-01-2015","31-12-9999"
"00","001","TO","001068-(1861-03-17)","001068","CASTIGLIONE","","17-03-1861","04-02-1863"
"00","001","TO","001068-(1863-02-04)","001068","CASTIGLIONE TORINESE","","04-02-1863","29-07-1928"
"00","001","TO","001068-(1928-07-29)","001068","CASTIGLIONE TORINESE","","29-07-1928","29-07-1928"
"00","001","TO","001069-(1861-03-17)","001069","CAVAGNOLO","","17-03-1861","03-04-1928"
"00","001","TO","001069-(1928-04-03)","001069","CAVAGNOLO","","03-04-1928","03-04-1928"
"00","001","TO","001070-(1861-03-17)","001070","CAVOUR","","17-03-1861","01-01-1948"
"01","001","TO","001070-(1948-01-01)","001070","CAVOUR","","01-01-1948","01-01-2015"
"01","201","TO","001070-(2015-01-01)","001070","CAVOUR","","01-01-2015","31-12-9999"
"00","001","TO","001071-(1861-03-17)","001071","CERCENASCO","","17-03-1861","01-01-1948"
"01","001","TO","001071-(1948-01-01)","001071","CERCENASCO","","01-01-1948","01-01-2015"
"01","201","TO","001071-(2015-01-01)","001071","CERCENASCO","","01-01-2015","31-12-9999"
"00","001","TO","001072-(1861-03-17)","001072","CERES","","17-03-1861","16-06-1937"
"00","001","TO","001072-(1937-06-16)","001072","CERE","","16-06-1937","06-10-1938"
"00","001","TO","001072-(1938-10-06)","001072","CERE","","06-10-1938","03-12-1947"
"00","001","TO","001072-(1947-12-03)","001072","CERES","","03-12-1947","01-01-1948"
"01","001","TO","001072-(1948-01-01)","001072","CERES","","01-01-1948","01-01-2015"
"01","201","TO","001072-(2015-01-01)","001072","CERES","","01-01-2015","31-12-9999"
"00","001","TO","001073-(1861-03-17)","001073","CERESOLE","","17-03-1861","04-02-1863"
"00","001","TO","001073-(1863-02-04)","001073","CERESOLE REALE","","04-02-1863","12-01-1927"
"00","007","AO","007830-(1927-01-12)","007830","CERESOLE REALE","","12-01-1927","02-03-1929"
"00","007","AO","007830-(1929-03-02)","007830","CERESOLE REALE","","02-03-1929","05-06-1935"
"00","007","AO","007830-(1935-06-05)","007830","CERESOLE REALE","","05-06-1935","05-10-1945"
"00","001","TO","001073-(1945-10-05)","001073","CERESOLE REALE","","05-10-1945","01-01-1948"
"01","001","TO","001073-(1948-01-01)","001073","CERESOLE REALE","","01-01-1948","01-01-2015"
"01","201","TO","001073-(2015-01-01)","001073","CERESOLE REALE","","01-01-2015","31-12-9999"
"00","001","TO","001074-(1861-03-17)","001074","CESANA","","17-03-1861","04-02-1863"
"00","001","TO","001074-(1863-02-04)","001074","CESANA TORINESE","","04-02-1863","01-07-1870"
"00","001","TO","001074-(1870-07-01)","001074","CESANA TORINESE","","01-07-1870","14-12-1928"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1928-12-14)","001074","CESANA TORINESE","","14-12-1928","23-11-1934"
"00","001","TO","001074-(1934-11-23)","001074","CESANA TORINESE","","23-11-1934","16-09-1947"
"00","001","TO","001074-(1947-09-16)","001074","CESANA TORINESE","","16-09-1947","01-01-1948"
"01","001","TO","001074-(1948-01-01)","001074","CESANA TORINESE","","01-01-1948","01-01-2015"
"01","201","TO","001074-(2015-01-01)","001074","CESANA TORINESE","","01-01-2015","31-12-9999"
"00","001","TO","001075-(1861-03-17)","001075","CHIALAMBERTO","","17-03-1861","01-01-1948"
"01","001","TO","001075-(1948-01-01)","001075","CHIALAMBERTO","","01-01-1948","01-01-2015"
"01","201","TO","001075-(2015-01-01)","001075","CHIALAMBERTO","","01-01-2015","31-12-9999"
"00","001","TO","001076-(1861-03-17)","001076","CHIANOC","","17-03-1861","16-06-1937"
"01","201","TO","001047-(2015-01-01)","001047","CALUSO","","01-01-2015","31-12-9999"
"00","001","TO","001048-(1861-03-17)","001048","CAMBIANO","","17-03-1861","01-01-1948"
"01","001","TO","001048-(1948-01-01)","001048","CAMBIANO","","01-01-1948","01-01-2015"
"01","201","TO","001048-(2015-01-01)","001048","CAMBIANO","","01-01-2015","31-12-9999"
"00","001","TO","001049-(1861-03-17)","001049","CAMPIGLIONE","","17-03-1861","21-10-1927"
"00","001","TO","001049-(1927-10-21)","001049","CAMPIGLIONE","","21-10-1927","13-04-1929"
"00","001","TO","001049-(1929-04-13)","001049","CAMPIGLIONE FENILE","","13-04-1929","01-01-1948"
"01","001","TO","001049-(1948-01-01)","001049","CAMPIGLIONE FENILE","","01-01-1948","01-01-2015"
"01","201","TO","001049-(2015-01-01)","001049","CAMPIGLIONE FENILE","","01-01-2015","31-12-9999"
"00","001","TO","001050-(1861-03-17)","001050","CANDIA","","17-03-1861","04-02-1863"
"00","001","TO","001050-(1863-02-04)","001050","CANDIA CANAVESE","","04-02-1863","12-01-1927"
"00","007","AO","007823-(1927-01-12)","007823","CANDIA CANAVESE","","12-01-1927","15-06-1928"
"00","007","AO","007823-(1928-06-15)","007823","CANDIA CANAVESE","","15-06-1928","05-10-1945"
"00","001","TO","001050-(1945-10-05)","001050","CANDIA CANAVESE","","05-10-1945","01-01-1948"
"01","001","TO","001050-(1948-01-01)","001050","CANDIA CANAVESE","","01-01-1948","01-01-2015"
"01","201","TO","001050-(2015-01-01)","001050","CANDIA CANAVESE","","01-01-2015","31-12-9999"
"00","001","TO","001051-(1861-03-17)","001051","CANDIOLO","","17-03-1861","01-01-1948"
"01","001","TO","001051-(1948-01-01)","001051","CANDIOLO","","01-01-1948","01-01-2015"
"01","201","TO","001051-(2015-01-01)","001051","CANDIOLO","","01-01-2015","31-12-9999"
"00","001","TO","001052-(1861-03-17)","001052","CANISCHIO","","17-03-1861","12-01-1927"
"00","007","AO","007824-(1927-01-12)","007824","CANISCHIO","","12-01-1927","25-09-1928"
"00","007","AO","007824-(1928-09-25)","007824","CANISCHIO","","25-09-1928","25-09-1928"
"00","001","TO","001053-(1861-03-17)","001053","CANTALUPA","","17-03-1861","13-05-1928"
"00","001","TO","001053-(1928-05-13)","001053","CANTALUPA","","13-05-1928","13-05-1928"
"00","001","TO","001054-(1861-03-17)","001054","CANTOIRA","","17-03-1861","06-10-1938"
"00","001","TO","001054-(1938-10-06)","001054","CANTOIRA","","06-10-1938","01-01-1948"
"01","001","TO","001054-(1948-01-01)","001054","CANTOIRA","","01-01-1948","01-01-2015"
"01","201","TO","001054-(2015-01-01)","001054","CANTOIRA","","01-01-2015","31-12-9999"
"00","001","TO","001055-(1861-03-17)","001055","CHIAVRIE","","17-03-1861","16-06-1937"
"00","001","TO","001055-(1937-06-16)","001055","CAPRIE","","16-06-1937","01-01-1948"
"01","001","TO","001055-(1948-01-01)","001055","CAPRIE","","01-01-1948","01-01-2015"
"01","201","TO","001055-(2015-01-01)","001055","CAPRIE","","01-01-2015","31-12-9999"
"00","001","TO","001056-(1861-03-17)","001056","MASINO","","17-03-1861","12-01-1927"
"00","007","AO","007825-(1927-01-12)","007825","MASINO","","12-01-1927","02-03-1929"
"00","007","AO","007825-(1929-03-02)","007825","MASINO","","02-03-1929","05-10-1945"
"00","007","AO","007825-(1929-03-02)","007825","MASINO","","02-03-1929","05-10-1945"
"00","001","TO","001056-(1945-10-05)","001056","MASINO","","05-10-1945","15-01-1947"
"00","001","TO","001056-(1947-01-15)","001056","MASINO","","15-01-1947","01-01-1948"
"01","001","TO","001056-(1948-01-01)","001056","MASINO","","01-01-1948","21-02-1950"
"01","001","TO","001056-(1950-02-21)","001056","CARAVINO","","21-02-1950","01-01-2015"
"01","201","TO","001056-(2015-01-01)","001056","CARAVINO","","01-01-2015","31-12-9999"
"00","001","TO","001057-(1861-03-17)","001057","CAREMA","","17-03-1861","17-04-1925"
"00","001","TO","001057-(1925-04-17)","001057","CAREMA","","17-04-1925","12-01-1927"
"00","007","AO","007826-(1927-01-12)","007826","CAREMA","","12-01-1927","03-05-1929"
"00","007","AO","007826-(1929-05-03)","007826","CAREMA","","03-05-1929","03-05-1929"
"00","007","AO","007826-(1929-05-03)","007826","CAREMA","","03-05-1929","28-09-1941"
"00","007","AO","007826-(1941-09-28)","007826","CAREMA","","28-09-1941","05-10-1945"
"00","001","TO","001057-(1945-10-05)","001057","CAREMA","","05-10-1945","01-01-1948"
"01","001","TO","001057-(1948-01-01)","001057","CAREMA","","01-01-1948","01-01-2015"
"01","201","TO","001057-(2015-01-01)","001057","CAREMA","","01-01-2015","31-12-9999"
"00","001","TO","001058-(1861-03-17)","001058","CARIGNANO","","17-03-1861","01-01-1948"
"01","001","TO","001058-(1948-01-01)","001058","CARIGNANO","","01-01-1948","01-01-2015"
"01","201","TO","001058-(2015-01-01)","001058","CARIGNANO","","01-01-2015","31-12-9999"
"00","001","TO","001059-(1861-03-17)","001059","CARMAGNOLA","","17-03-1861","01-01-1948"
"01","001","TO","001059-(1948-01-01)","001059","CARMAGNOLA","","01-01-1948","01-01-2015"
"01","201","TO","001059-(2015-01-01)","001059","CARMAGNOLA","","01-01-2015","31-12-9999"
"00","001","TO","001060-(1861-03-17)","001060","CASALBORGONE","","17-03-1861","01-01-1896"
"00","001","TO","001060-(1896-01-01)","001060","CASALBORGONE","","01-01-1896","23-10-1937"
"00","001","TO","001060-(1937-10-23)","001060","CASALBORGONE","","23-10-1937","01-01-1948"
"01","001","TO","001060-(1948-01-01)","001060","CASALBORGONE","","01-01-1948","01-01-2015"
"01","201","TO","001060-(2015-01-01)","001060","CASALBORGONE","","01-01-2015","31-12-9999"
"00","001","TO","001062-(1861-03-17)","001062","CASELETTE","","17-03-1861","01-08-1871"
"00","001","TO","001062-(1871-08-01)","001062","CASELETTE","","01-08-1871","01-01-1948"
"01","001","TO","001062-(1948-01-01)","001062","CASELETTE","","01-01-1948","01-01-2015"
"01","201","TO","001062-(2015-01-01)","001062","CASELETTE","","01-01-2015","31-12-9999"
"00","001","TO","001063-(1861-03-17)","001063","CASELLE","","17-03-1861","04-02-1863"
"00","001","TO","001063-(1863-02-04)","001063","CASELLE TORINESE","","04-02-1863","01-01-1948"
"01","001","TO","001063-(1948-01-01)","001063","CASELLE TORINESE","","01-01-1948","06-08-1953"
"01","001","TO","001063-(1953-08-06)","001063","CASELLE TORINESE","","06-08-1953","01-01-2015"
"01","201","TO","001063-(2015-01-01)","001063","CASELLE TORINESE","","01-01-2015","18-04-2017"
"01","201","TO","001063-(2017-04-18)","001063","CASELLE TORINESE","","18-04-2017","31-12-9999"
"00","001","TO","001064-(1861-03-17)","001064","CASTAGNETO","","17-03-1861","01-01-1896"
"01","201","TO","001014-(2015-01-01)","001014","AZEGLIO","","01-01-2015","31-12-9999"
"00","001","TO","001015-(1861-03-17)","001015","BAIRO","","17-03-1861","12-01-1927"
