"CODICE_REGIONE","CODICE_PROVINCIA","SIGLA_AUTOMOBILISTICA","ID_COMUNE","CODICE_COMUNE","LABEL_COMUNE_IT","LABEL_COMUNE_DE","DATA_INIZIO_VALIDITA","DATA_FINE_VALIDITA"
"00","028","PD","028024-(1866-11-20)","028024","CARRARA SAN GIORGIO","","20-11-1866","01-01-1948"
"05","028","PD","028024-(1948-01-01)","028024","CARRARA SAN GIORGIO","","01-01-1948","24-03-1995"
"05","028","PD","028024-(1995-03-24)","028024","CARRARA SAN GIORGIO","","24-03-1995","24-03-1995"
"00","028","PD","028025-(1866-11-20)","028025","CARRARA SANTO STEFANO","","20-11-1866","01-01-1948"
"05","028","PD","028025-(1948-01-01)","028025","CARRARA SANTO STEFANO","","01-01-1948","24-03-1995"
"05","028","PD","028025-(1995-03-24)","028025","CARRARA SANTO STEFANO","","24-03-1995","24-03-1995"
"00","028","PD","028026-(1866-11-20)","028026","CARTURA","","20-11-1866","01-01-1948"
"05","028","PD","028026-(1948-01-01)","028026","CARTURA","","01-01-1948","31-12-9999"
"00","028","PD","028027-(1866-11-20)","028027","CASALE","","20-11-1866","07-10-1867"
"00","025","BL","025007-(1941-02-27)","025007","BORCA DI CADORE","","27-02-1941","01-01-1948"
"05","025","BL","025007-(1948-01-01)","025007","BORCA DI CADORE","","01-01-1948","31-12-9999"
"00","025","BL","025008-(1866-11-20)","025008","CALALZO","","20-11-1866","01-01-1948"
"05","025","BL","025008-(1948-01-01)","025008","CALALZO","","01-01-1948","03-09-1959"
"05","025","BL","025008-(1959-09-03)","025008","CALALZO DI CADORE","","03-09-1959","31-12-9999"
"00","025","BL","025009-(1866-11-20)","025009","CASTELLAVAZZO","","20-11-1866","01-01-1948"
"05","025","BL","025009-(1948-01-01)","025009","CASTELLAVAZZO","","01-01-1948","27-05-1986"
"05","025","BL","025009-(1986-05-27)","025009","CASTELLAVAZZO","","27-05-1986","22-02-2014"
"05","025","BL","025009-(1986-05-27)","025009","CASTELLAVAZZO","","27-05-1986","22-02-2014"
"05","025","BL","025009-(2014-02-22)","025009","CASTELLAVAZZO","","22-02-2014","22-02-2014"
"00","025","BL","025010-(1866-11-20)","025010","CENCENIGHE","","20-11-1866","01-01-1948"
"05","025","BL","025010-(1948-01-01)","025010","CENCENIGHE","","01-01-1948","27-06-1964"
"05","025","BL","025010-(1964-06-27)","025010","CENCENIGHE AGORDINO","","27-06-1964","31-12-9999"
"00","025","BL","025011-(1866-11-20)","025011","CESIO","","20-11-1866","01-05-1867"
"00","025","BL","025011-(1867-05-01)","025011","CESIOMAGGIORE","","01-05-1867","01-01-1948"
"05","025","BL","025011-(1948-01-01)","025011","CESIOMAGGIORE","","01-01-1948","31-12-9999"
"00","025","BL","025012-(1866-11-20)","025012","CHIES D'ALPAGO","","20-11-1866","01-01-1948"
"05","025","BL","025012-(1948-01-01)","025012","CHIES D'ALPAGO","","01-01-1948","31-12-9999"
"00","025","BL","025013-(1866-11-20)","025013","CIBIANA","","20-11-1866","01-01-1948"
"05","025","BL","025013-(1948-01-01)","025013","CIBIANA","","01-01-1948","10-02-1966"
"05","025","BL","025013-(1966-02-10)","025013","CIBIANA","","10-02-1966","18-09-1968"
"05","025","BL","025013-(1968-09-18)","025013","CIBIANA DI CADORE","","18-09-1968","31-12-9999"
"00","025","BL","025015-(1866-11-20)","025015","COMELICO SUPERIORE","","20-11-1866","01-01-1948"
"05","025","BL","025015-(1948-01-01)","025015","COMELICO SUPERIORE","","01-01-1948","31-12-9999"
"00","025","BL","025017-(1866-11-20)","025017","DANTA","","20-11-1866","01-01-1948"
"05","025","BL","025017-(1948-01-01)","025017","DANTA","","01-01-1948","15-12-1984"
"05","025","BL","025017-(1984-12-15)","025017","DANTA DI CADORE","","15-12-1984","31-12-9999"
"00","025","BL","025018-(1866-11-20)","025018","DOMEGGE","","20-11-1866","01-01-1948"
"05","025","BL","025018-(1948-01-01)","025018","DOMEGGE","","01-01-1948","03-09-1957"
"05","025","BL","025018-(1957-09-03)","025018","DOMEGGE DI CADORE","","03-09-1957","31-12-9999"
"00","025","BL","025019-(1866-11-20)","025019","FALCADE","","20-11-1866","01-01-1948"
"05","025","BL","025019-(1948-01-01)","025019","FALCADE","","01-01-1948","31-12-9999"
"00","025","BL","025020-(1866-11-20)","025020","FARRA D'ALPAGO","","20-11-1866","01-01-1948"
"05","025","BL","025020-(1948-01-01)","025020","FARRA D'ALPAGO","","01-01-1948","23-02-2016"
"05","025","BL","025020-(2016-02-23)","025020","FARRA D'ALPAGO","","23-02-2016","23-02-2016"
"00","025","BL","025021-(1866-11-20)","025021","FELTRE","","20-11-1866","01-01-1948"
"05","025","BL","025021-(1948-01-01)","025021","FELTRE","","01-01-1948","31-12-9999"
"00","025","BL","025022-(1866-11-20)","025022","FONZASO","","20-11-1866","01-01-1948"
"05","025","BL","025022-(1948-01-01)","025022","FONZASO","","01-01-1948","31-12-9999"
"00","025","BL","025023-(1866-11-20)","025023","FORNO DI CANALE","","20-11-1866","01-01-1948"
"05","025","BL","025023-(1948-01-01)","025023","FORNO DI CANALE","","01-01-1948","14-05-1964"
"05","025","BL","025023-(1964-05-14)","025023","CANALE D'AGORDO","","14-05-1964","31-12-9999"
"00","025","BL","025024-(1866-11-20)","025024","FORNO DI ZOLDO","","20-11-1866","01-01-1948"
"05","025","BL","025024-(1948-01-01)","025024","FORNO DI ZOLDO","","01-01-1948","23-02-2016"
"05","025","BL","025024-(2016-02-23)","025024","FORNO DI ZOLDO","","23-02-2016","23-02-2016"
"00","025","BL","025025-(1866-11-20)","025025","GOSALDO","","20-11-1866","01-01-1948"
"05","025","BL","025025-(1948-01-01)","025025","GOSALDO","","01-01-1948","31-12-9999"
"00","025","BL","025026-(1866-11-20)","025026","LAMON","","20-11-1866","01-01-1948"
"05","025","BL","025026-(1948-01-01)","025026","LAMON","","01-01-1948","31-12-9999"
"00","025","BL","025027-(1866-11-20)","025027","LA VALLE","","20-11-1866","01-01-1948"
"05","025","BL","025027-(1948-01-01)","025027","LA VALLE","","01-01-1948","02-10-1964"
"05","025","BL","025027-(1964-10-02)","025027","LA VALLE AGORDINA","","02-10-1964","31-12-9999"
"00","025","BL","025028-(1866-11-20)","025028","CESANA","","20-11-1866","01-05-1867"
"00","025","BL","025028-(1867-05-01)","025028","LENTIAI","","01-05-1867","01-01-1948"
"05","025","BL","025028-(1948-01-01)","025028","LENTIAI","","01-01-1948","30-01-2019"
"05","025","BL","025028-(2019-01-30)","025028","LENTIAI","","30-01-2019","30-01-2019"
"00","025","BL","025029-(1866-11-20)","025029","LIMANA","","20-11-1866","01-01-1948"
"05","025","BL","025029-(1948-01-01)","025029","LIMANA","","01-01-1948","31-12-9999"
"00","025","BL","025031-(1866-11-20)","025031","LONGARONE","","20-11-1866","01-01-1948"
"05","025","BL","025031-(1948-01-01)","025031","LONGARONE","","01-01-1948","27-05-1986"
"05","025","BL","025031-(1986-05-27)","025031","LONGARONE","","27-05-1986","22-02-2014"
"05","025","BL","025031-(1986-05-27)","025031","LONGARONE","","27-05-1986","22-02-2014"
"05","025","BL","025031-(2014-02-22)","025031","LONGARONE","","22-02-2014","22-02-2014"
"00","025","BL","025032-(1866-11-20)","025032","LORENZAGO","","20-11-1866","01-09-1940"
"00","025","BL","025032-(1940-09-01)","025032","LORENZAGO DI CADORE","","01-09-1940","01-01-1948"
"05","025","BL","025032-(1948-01-01)","025032","LORENZAGO DI CADORE","","01-01-1948","31-12-9999"
"00","025","BL","025033-(1866-11-20)","025033","LOZZO","","20-11-1866","14-02-1868"
"00","025","BL","025033-(1868-02-14)","025033","LOZZO CADORE","","14-02-1868","01-01-1948"
"05","025","BL","025033-(1948-01-01)","025033","LOZZO CADORE","","01-01-1948","27-06-1957"
"05","025","BL","025033-(1957-06-27)","025033","LOZZO DI CADORE","","27-06-1957","31-12-9999"
"00","025","BL","025034-(1866-11-20)","025034","MEL","","20-11-1866","01-01-1948"
"05","025","BL","025034-(1948-01-01)","025034","MEL","","01-01-1948","30-01-2019"
"00","063","NA","063842-(1929-04-23)","063842","FERTILIA","","23-04-1929","01-09-1945"
"00","061","CE","061805-(1945-09-01)","061805","FERTILIA","","01-09-1945","21-12-1946"
"00","061","CE","061805-(1946-12-21)","061805","FERTILIA","","21-12-1946","21-12-1946"
"00","061","CE","061805-(1946-12-21)","061805","FERTILIA","","21-12-1946","21-12-1946"
"00","067","TE","067040-(1929-05-03)","067040","SILVI","","03-05-1929","01-01-1948"
"13","067","TE","067040-(1948-01-01)","067040","SILVI","","01-01-1948","31-12-9999"
"00","016","BG","016859-(1929-05-14)","016859","ROVETTA CON FINO","","14-05-1929","22-05-1947"
"00","016","BG","016859-(1929-05-14)","016859","ROVETTA CON FINO","","14-05-1929","22-05-1947"
"00","016","BG","016859-(1947-05-22)","016859","ROVETTA CON FINO","","22-05-1947","22-05-1947"
"00","016","BG","016859-(1947-05-22)","016859","ROVETTA CON FINO","","22-05-1947","22-05-1947"
"00","016","BG","016241-(1929-05-14)","016241","VILLA D'OGNA","","14-05-1929","01-01-1948"
"00","016","BG","016241-(1929-05-14)","016241","VILLA D'OGNA","","14-05-1929","01-01-1948"
"00","016","BG","016241-(1929-05-14)","016241","VILLA D'OGNA","","14-05-1929","01-01-1948"
"03","016","BG","016241-(1948-01-01)","016241","VILLA D'OGNA","","01-01-1948","05-09-1958"
"03","016","BG","016241-(1958-09-05)","016241","VILLA D'OGNA","","05-09-1958","31-12-9999"
"03","016","BG","016241-(1958-09-05)","016241","VILLA D'OGNA","","05-09-1958","31-12-9999"
"00","021","BZ","021067-(1929-05-14)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","14-05-1929","01-01-1948"
"00","021","BZ","021067-(1929-05-14)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","14-05-1929","01-01-1948"
"00","021","BZ","021067-(1929-05-14)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","14-05-1929","01-01-1948"
"04","021","BZ","021067-(1948-01-01)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","01-01-1948","23-05-1953"
"04","021","BZ","021067-(1953-05-23)","021067","PRATO VENOSTA","PRAD","23-05-1953","17-07-1954"
"04","021","BZ","021067-(1953-05-23)","021067","PRATO VENOSTA","PRAD","23-05-1953","17-07-1954"
"04","021","BZ","021067-(1954-07-17)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","17-07-1954","05-12-1972"
"04","021","BZ","021067-(1972-12-05)","021067","PRATO ALLO STELVIO","PRAD AM STILFSERJOCH","05-12-1972","31-12-9999"
"00","021","BZ","021109-(1929-05-15)","021109","VALLE DI CASIES","GSIES","15-05-1929","01-01-1948"
"00","021","BZ","021109-(1929-05-15)","021109","VALLE DI CASIES","GSIES","15-05-1929","01-01-1948"
"00","021","BZ","021109-(1929-05-15)","021109","VALLE DI CASIES","GSIES","15-05-1929","01-01-1948"
"04","021","BZ","021109-(1948-01-01)","021109","VALLE DI CASIES","GSIES","01-01-1948","05-12-1972"
"04","021","BZ","021109-(1972-12-05)","021109","VALLE DI CASIES","GSIES","05-12-1972","31-12-9999"
"00","013","CO","013839-(1929-05-16)","013839","CARUGO CON AROSIO","","16-05-1929","28-12-1929"
"00","013","CO","013839-(1929-05-16)","013839","CARUGO CON AROSIO","","16-05-1929","28-12-1929"
"00","013","CO","013839-(1929-12-28)","013839","CARUGO AROSIO","","28-12-1929","01-01-1948"
"03","013","CO","013839-(1948-01-01)","013839","CARUGO AROSIO","","01-01-1948","05-04-1950"
"03","013","CO","013839-(1950-04-05)","013839","CARUGO AROSIO","","05-04-1950","05-04-1950"
"03","013","CO","013839-(1950-04-05)","013839","CARUGO AROSIO","","05-04-1950","05-04-1950"
"00","016","BG","016816-(1929-05-18)","016816","CENATE D'ARGON","","18-05-1929","24-06-1947"
"00","016","BG","016816-(1929-05-18)","016816","CENATE D'ARGON","","18-05-1929","24-06-1947"
"00","016","BG","016816-(1947-06-24)","016816","CENATE D'ARGON","","24-06-1947","24-06-1947"
"00","016","BG","016816-(1947-06-24)","016816","CENATE D'ARGON","","24-06-1947","24-06-1947"
"00","016","BG","016816-(1947-06-24)","016816","CENATE D'ARGON","","24-06-1947","24-06-1947"
"00","002","VC","002005-(1929-05-21)","002005","ANDORNO MICCA","","21-05-1929","01-01-1948"
"00","002","VC","002005-(1929-05-21)","002005","ANDORNO MICCA","","21-05-1929","01-01-1948"
"00","002","VC","002005-(1929-05-21)","002005","ANDORNO MICCA","","21-05-1929","01-01-1948"
"00","002","VC","002005-(1929-05-21)","002005","ANDORNO MICCA","","21-05-1929","01-01-1948"
"00","002","VC","002005-(1929-05-21)","002005","ANDORNO MICCA","","21-05-1929","01-01-1948"
"01","002","VC","002005-(1948-01-01)","002005","ANDORNO MICCA","","01-01-1948","06-03-1948"
"01","002","VC","002005-(1948-03-06)","002005","ANDORNO MICCA","","06-03-1948","19-01-1955"
"01","002","VC","002005-(1955-01-19)","002005","ANDORNO MICCA","","19-01-1955","01-01-1995"
"01","002","VC","002005-(1955-01-19)","002005","ANDORNO MICCA","","19-01-1955","01-01-1995"
"01","096","BI","096002-(1995-01-01)","096002","ANDORNO MICCA","","01-01-1995","31-12-9999"
"00","067","TE","067035-(1929-05-21)","067035","PINETO","","21-05-1929","25-01-1933"
"00","067","TE","067035-(1933-01-25)","067035","PINETO","","25-01-1933","01-01-1948"
"13","067","TE","067035-(1948-01-01)","067035","PINETO","","01-01-1948","31-12-9999"
"00","065","SA","065014-(1929-05-21)","065014","BATTIPAGLIA","","21-05-1929","01-01-1948"
"00","065","SA","065014-(1929-05-21)","065014","BATTIPAGLIA","","21-05-1929","01-01-1948"
"15","065","SA","065014-(1948-01-01)","065014","BATTIPAGLIA","","01-01-1948","31-12-9999"
"00","016","BG","016179-(1929-05-23)","016179","RANZANICO","","23-05-1929","01-01-1948"
"03","016","BG","016179-(1948-01-01)","016179","RANZANICO","","01-01-1948","31-12-9999"
"00","007","AO","007861-(1929-05-25)","007861","PALAZZO PIVERONE","","25-05-1929","05-10-1945"
"00","007","AO","007861-(1929-05-25)","007861","PALAZZO PIVERONE","","25-05-1929","05-10-1945"
"00","001","TO","001846-(1945-10-05)","001846","PALAZZO PIVERONE","","05-10-1945","26-12-1946"
"00","001","TO","001846-(1946-12-26)","001846","PALAZZO PIVERONE","","26-12-1946","26-12-1946"
"00","001","TO","001846-(1946-12-26)","001846","PALAZZO PIVERONE","","26-12-1946","26-12-1946"
"00","007","AO","007804-(1929-05-28)","007804","VALDIGNA D'AOSTA","","28-05-1929","05-06-1935"
"18","078","CS","078066-(1957-02-07)","078066","LATTARICO","","07-02-1957","31-12-9999"
"00","078","CS","078073-(1934-03-07)","078073","MALVITO","","07-03-1934","01-01-1948"
"18","078","CS","078073-(1948-01-01)","078073","MALVITO","","01-01-1948","31-12-9999"
"00","078","CS","078075-(1934-03-07)","078075","MANGONE","","07-03-1934","01-01-1948"
"18","078","CS","078075-(1948-01-01)","078075","MANGONE","","01-01-1948","31-12-9999"
"00","078","CS","078089-(1934-03-07)","078089","PALUDI","","07-03-1934","01-01-1948"
"18","078","CS","078089-(1948-01-01)","078089","PALUDI","","01-01-1948","31-12-9999"
"00","078","CS","078093-(1934-03-07)","078093","PARENTI","","07-03-1934","01-01-1948"
"18","078","CS","078093-(1948-01-01)","078093","PARENTI","","01-01-1948","31-12-9999"
"00","078","CS","078099-(1934-03-07)","078099","PIETRAPAOLA","","07-03-1934","01-01-1948"
"18","078","CS","078099-(1948-01-01)","078099","PIETRAPAOLA","","01-01-1948","31-12-9999"
"00","078","CS","078129-(1934-03-07)","078129","SANTA CATERINA ALBANESE","","07-03-1934","01-01-1948"
"18","078","CS","078129-(1948-01-01)","078129","SANTA CATERINA ALBANESE","","01-01-1948","31-12-9999"
"00","087","CT","087013-(1934-03-07)","087013","CASTEL DI IUDICA","","07-03-1934","01-01-1948"
"19","087","CT","087013-(1948-01-01)","087013","CASTEL DI IUDICA","","01-01-1948","06-06-2016"
"19","287","CT","087013-(2016-06-06)","087013","CASTEL DI IUDICA","","06-06-2016","31-12-9999"
"00","062","BN","062074-(1934-03-08)","062074","TELESE","","08-03-1934","01-01-1948"
"15","062","BN","062074-(1948-01-01)","062074","TELESE","","01-01-1948","28-07-1992"
"15","062","BN","062074-(1992-07-28)","062074","TELESE TERME","","28-07-1992","31-12-9999"
"00","087","CT","087048-(1934-04-07)","087048","SANTA VENERINA","","07-04-1934","01-01-1948"
"00","087","CT","087048-(1934-04-07)","087048","SANTA VENERINA","","07-04-1934","01-01-1948"
"00","087","CT","087048-(1934-04-07)","087048","SANTA VENERINA","","07-04-1934","01-01-1948"
"19","087","CT","087048-(1948-01-01)","087048","SANTA VENERINA","","01-01-1948","06-05-1951"
"19","087","CT","087048-(1951-05-06)","087048","SANTA VENERINA","","06-05-1951","06-06-2016"
"19","287","CT","087048-(2016-06-06)","087048","SANTA VENERINA","","06-06-2016","31-12-9999"
"00","051","AR","051032-(1934-09-27)","051032","PRATOVECCHIO","","27-09-1934","01-01-1948"
"09","051","AR","051032-(1948-01-01)","051032","PRATOVECCHIO","","01-01-1948","01-01-2014"
"09","051","AR","051032-(2014-01-01)","051032","PRATOVECCHIO","","01-01-2014","01-01-2014"
"00","051","AR","051036-(1934-09-27)","051036","STIA","","27-09-1934","01-01-1948"
"09","051","AR","051036-(1948-01-01)","051036","STIA","","01-01-1948","01-01-2014"
"09","051","AR","051036-(2014-01-01)","051036","STIA","","01-01-2014","01-01-2014"
"00","092","CA","092001-(1934-11-02)","092001","ABBASANTA","","02-11-1934","24-08-1946"
"00","092","CA","092001-(1946-08-24)","092001","ABBASANTA","","24-08-1946","01-01-1948"
"20","092","CA","092001-(1948-01-01)","092001","ABBASANTA","","01-01-1948","16-06-1950"
"20","092","CA","092001-(1950-06-16)","092001","ABBASANTA","","16-06-1950","20-08-1974"
"20","095","OR","095001-(1974-08-20)","095001","ABBASANTA","","20-08-1974","31-12-9999"
"00","001","TO","001263-(1934-11-23)","001263","SESTRIÈRES","","23-11-1934","12-06-1935"
"00","001","TO","001263-(1934-11-23)","001263","SESTRIÈRES","","23-11-1934","12-06-1935"
"00","001","TO","001263-(1935-06-12)","001263","SESTRIERE","","12-06-1935","10-07-1947"
"00","001","TO","001263-(1947-07-10)","001263","SESTRIERE","","10-07-1947","01-01-1948"
"01","001","TO","001263-(1948-01-01)","001263","SESTRIERE","","01-01-1948","19-08-1955"
"01","001","TO","001263-(1955-08-19)","001263","SESTRIERE","","19-08-1955","01-01-2015"
"01","201","TO","001263-(2015-01-01)","001263","SESTRIERE","","01-01-2015","31-12-9999"
"00","076","PZ","076062-(1935-03-05)","076062","PIGNOLA","","05-03-1935","01-01-1948"
"17","076","PZ","076062-(1948-01-01)","076062","PIGNOLA","","01-01-1948","31-12-9999"
"00","070","CB","070033-(1935-05-31)","070033","CHIAUCI","","31-05-1935","01-01-1948"
"13","070","CB","070033-(1948-01-01)","070033","CHIAUCI","","01-01-1948","19-01-1964"
"14","070","CB","070033-(1964-01-19)","070033","CHIAUCI","","19-01-1964","03-03-1970"
"14","094","IS","094015-(1970-03-03)","094015","CHIAUCI","","03-03-1970","31-12-9999"
"00","007","AO","007040-(1935-06-05)","007040","SALA DORA","","05-06-1935","30-01-1946"
"00","007","AO","007040-(1946-01-30)","007040","LA SALLE","","30-01-1946","01-01-1948"
"02","007","AO","007040-(1948-01-01)","007040","LA SALLE","","01-01-1948","31-12-9999"
"00","007","AO","007044-(1935-06-05)","007044","VALDIGNA D'AOSTA","","05-06-1935","30-01-1946"
"00","007","AO","007044-(1946-01-30)","007044","MORGEX","","30-01-1946","01-01-1948"
"02","007","AO","007044-(1948-01-01)","007044","MORGEX","","01-01-1948","31-12-9999"
"00","007","AO","007856-(1935-06-05)","007856","NOASCA","","05-06-1935","05-10-1945"
"00","001","TO","001165-(1945-10-05)","001165","NOASCA","","05-10-1945","01-01-1948"
"01","001","TO","001165-(1948-01-01)","001165","NOASCA","","01-01-1948","01-01-2015"
"01","201","TO","001165-(2015-01-01)","001165","NOASCA","","01-01-2015","31-12-9999"
"00","079","CZ","079120-(1935-06-06)","079120","SANT'EUFEMIA LAMEZIA","","06-06-1935","01-01-1948"
"00","079","CZ","079120-(1935-06-06)","079120","SANT'EUFEMIA LAMEZIA","","06-06-1935","01-01-1948"
"00","079","CZ","079120-(1935-06-06)","079120","SANT'EUFEMIA LAMEZIA","","06-06-1935","01-01-1948"
"00","079","CZ","079120-(1935-06-06)","079120","SANT'EUFEMIA LAMEZIA","","06-06-1935","01-01-1948"
"00","079","CZ","079120-(1935-06-06)","079120","SANT'EUFEMIA LAMEZIA","","06-06-1935","01-01-1948"
"18","079","CZ","079120-(1948-01-01)","079120","SANT'EUFEMIA LAMEZIA","","01-01-1948","28-11-1968"
"18","079","CZ","079120-(1968-11-28)","079120","SANT'EUFEMIA LAMEZIA","","28-11-1968","28-11-1968"
"00","076","PZ","076022-(1935-06-16)","076022","CASTELLUCCIO INFERIORE","","16-06-1935","01-01-1948"
"17","076","PZ","076022-(1948-01-01)","076022","CASTELLUCCIO INFERIORE","","01-01-1948","31-12-9999"
"00","076","PZ","076023-(1935-06-16)","076023","CASTELLUCCIO SUPERIORE","","16-06-1935","01-01-1948"
"00","091","NU","091018-(1946-04-27)","091018","DUALCHI","","27-04-1946","01-01-1948"
"20","091","NU","091018-(1948-01-01)","091018","DUALCHI","","01-01-1948","31-12-9999"
"00","003","NO","003156-(1939-06-04)","003156","VERBANIA","","04-06-1939","01-01-1948"
"00","003","NO","003156-(1939-06-04)","003156","VERBANIA","","04-06-1939","01-01-1948"
"01","003","NO","003156-(1948-01-01)","003156","VERBANIA","","01-01-1948","01-01-1995"
"01","103","VB","103072-(1995-01-01)","103072","VERBANIA","","01-01-1995","31-12-9999"
"00","007","AO","007008-(1939-07-04)","007008","AIMAVILLA","","04-07-1939","30-01-1946"
"00","007","AO","007008-(1946-01-30)","007008","AYMAVILLE","","30-01-1946","01-01-1948"
"02","007","AO","007008-(1948-01-01)","007008","AYMAVILLE","","01-01-1948","02-01-1977"
"02","007","AO","007008-(1977-01-02)","007008","AYMAVILLES","","02-01-1977","31-12-9999"
"00","057","RI","057061-(1939-07-04)","057061","ROCCANTICA","","04-07-1939","01-01-1948"
"12","057","RI","057061-(1948-01-01)","057061","ROCCANTICA","","01-01-1948","31-12-9999"
"00","083","ME","083012-(1939-07-12)","083012","CASALVECCHIO SICULO","","12-07-1939","01-01-1948"
"19","083","ME","083012-(1948-01-01)","083012","CASALVECCHIO SICULO","","01-01-1948","06-06-2016"
"19","283","ME","083012-(2016-06-06)","083012","CASALVECCHIO SICULO","","06-06-2016","31-12-9999"
"00","002","VC","002107-(1939-10-04)","002107","QUARONA","","04-10-1939","01-01-1948"
"01","002","VC","002107-(1948-01-01)","002107","QUARONA","","01-01-1948","31-12-9999"
"00","013","CO","013202-(1939-11-04)","013202","ROVELLO PORRO","","04-11-1939","01-01-1948"
"03","013","CO","013202-(1948-01-01)","013202","ROVELLO PORRO","","01-01-1948","06-02-1982"
"03","013","CO","013202-(1982-02-06)","013202","ROVELLO PORRO","","06-02-1982","31-12-9999"
"00","087","CT","087801-(1939-12-28)","087801","GIARRE RIPOSTO","","28-12-1939","23-09-1942"
"00","087","CT","087801-(1939-12-28)","087801","GIARRE RIPOSTO","","28-12-1939","23-09-1942"
"00","087","CT","087801-(1942-09-23)","087801","IONIA","","23-09-1942","25-10-1945"
"00","087","CT","087801-(1945-10-25)","087801","IONIA","","25-10-1945","25-10-1945"
"00","087","CT","087801-(1945-10-25)","087801","IONIA","","25-10-1945","25-10-1945"
"00","058","RM","058802-(1940-01-24)","058802","NETTUNIA","","24-01-1940","05-06-1945"
"00","058","RM","058802-(1940-01-24)","058802","NETTUNIA","","24-01-1940","05-06-1945"
"00","058","RM","058802-(1945-06-05)","058802","NETTUNIA","","05-06-1945","05-06-1945"
"00","058","RM","058802-(1945-06-05)","058802","NETTUNIA","","05-06-1945","05-06-1945"
"00","057","RI","057010-(1940-01-24)","057010","CANTALUPO IN SABINA","","24-01-1940","01-01-1948"
"12","057","RI","057010-(1948-01-01)","057010","CANTALUPO IN SABINA","","01-01-1948","31-12-9999"
"00","083","ME","083104-(1940-01-24)","083104","VENETICO","","24-01-1940","01-01-1948"
"19","083","ME","083104-(1948-01-01)","083104","VENETICO","","01-01-1948","06-06-2016"
"19","283","ME","083104-(2016-06-06)","083104","VENETICO","","06-06-2016","31-12-9999"
"00","004","CN","004208-(1940-05-23)","004208","SANFRÈ","","23-05-1940","01-01-1948"
"01","004","CN","004208-(1948-01-01)","004208","SANFRÈ","","01-01-1948","31-12-9999"
"00","083","ME","083090-(1940-08-29)","083090","SAN TEODORO","","29-08-1940","01-01-1948"
"19","083","ME","083090-(1948-01-01)","083090","SAN TEODORO","","01-01-1948","06-06-2016"
"19","283","ME","083090-(2016-06-06)","083090","SAN TEODORO","","06-06-2016","31-12-9999"
"00","024","VI","024112-(1940-09-13)","024112","VALDASTICO","","13-09-1940","01-01-1948"
"00","024","VI","024112-(1940-09-13)","024112","VALDASTICO","","13-09-1940","01-01-1948"
"00","024","VI","024112-(1940-09-13)","024112","VALDASTICO","","13-09-1940","01-01-1948"
"05","024","VI","024112-(1948-01-01)","024112","VALDASTICO","","01-01-1948","20-06-1980"
"05","024","VI","024112-(1980-06-20)","024112","VALDASTICO","","20-06-1980","31-12-9999"
"00","030","UD","030167-(1940-12-20)","030167","TORVISCOSA","","20-12-1940","01-01-1948"
"00","030","UD","030167-(1940-12-20)","030167","TORVISCOSA","","20-12-1940","01-01-1948"
"00","030","UD","030167-(1940-12-20)","030167","TORVISCOSA","","20-12-1940","01-01-1948"
"06","030","UD","030167-(1948-01-01)","030167","TORVISCOSA","","01-01-1948","06-04-1968"
"06","030","UD","030123-(1968-04-06)","030123","TORVISCOSA","","06-04-1968","23-07-1968"
"06","030","UD","030123-(1968-07-23)","030123","TORVISCOSA","","23-07-1968","22-04-2018"
"06","030","UD","030123-(2018-04-22)","030123","TORVISCOSA","","22-04-2018","31-12-9999"
"00","007","AO","007874-(1941-09-28)","007874","QUINCINETTO","","28-09-1941","05-10-1945"
"00","001","TO","001210-(1945-10-05)","001210","QUINCINETTO","","05-10-1945","01-01-1948"
"01","001","TO","001210-(1948-01-01)","001210","QUINCINETTO","","01-01-1948","01-01-2015"
"01","201","TO","001210-(2015-01-01)","001210","QUINCINETTO","","01-01-2015","31-12-9999"
"00","064","AV","064071-(1944-01-01)","064071","PETRURO","","01-01-1944","01-01-1948"
"15","064","AV","064071-(1948-01-01)","064071","PETRURO","","01-01-1948","23-05-1950"
"15","064","AV","064071-(1950-05-23)","064071","PETRURO IRPINO","","23-05-1950","31-12-9999"
"00","064","AV","064102-(1944-01-01)","064102","SORBO SERPICO","","01-01-1944","01-01-1948"
"15","064","AV","064102-(1948-01-01)","064102","SORBO SERPICO","","01-01-1948","31-12-9999"
"00","076","PZ","076081-(1944-03-04)","076081","SARCONI","","04-03-1944","01-01-1948"
"17","076","PZ","076081-(1948-01-01)","076081","SARCONI","","01-01-1948","31-12-9999"
"00","065","SA","065055-(1944-08-24)","065055","GIFFONI SEI CASALI","","24-08-1944","01-01-1948"
"15","065","SA","065055-(1948-01-01)","065055","GIFFONI SEI CASALI","","01-01-1948","31-12-9999"
"00","078","CS","078002-(1945-02-22)","078002","ACQUAPPESA","","22-02-1945","01-01-1948"
"18","078","CS","078002-(1948-01-01)","078002","ACQUAPPESA","","01-01-1948","31-12-9999"
"00","078","CS","078061-(1945-02-22)","078061","GUARDIA PIEMONTESE","","22-02-1945","01-01-1948"
